,Hora,Valor del analogo,On / Off
0,05:46:56,0.0323,True
1,05:46:56,0.0323,True
2,05:46:56,0.0323,True
3,05:46:56,0.0323,True
4,05:46:56,0.0323,True
5,05:46:56,0.0323,True
6,05:46:56,0.0323,True
7,05:46:56,0.0323,True
8,05:46:56,0.0323,True
9,05:46:56,0.0323,True
10,05:46:56,0.0323,True
11,05:46:56,0.0323,True
12,05:46:56,0.0323,True
13,05:46:56,0.0323,True
14,05:46:56,0.0323,True
15,05:46:56,0.0323,True
16,05:46:56,0.0323,True
17,05:46:56,0.0323,True
18,05:46:56,0.0323,True
19,05:46:56,0.0323,True
20,05:46:56,0.0323,True
21,05:46:56,0.0323,True
22,05:46:56,0.0323,True
23,05:46:56,0.0323,True
24,05:46:56,0.0323,True
25,05:46:56,0.0323,True
26,05:46:56,0.0323,True
27,05:46:56,0.0323,True
28,05:46:56,0.0323,True
29,05:46:56,0.0323,True
30,05:46:56,0.0323,True
31,05:46:56,0.0323,True
32,05:46:56,0.0323,True
33,05:46:56,0.0323,True
34,05:46:56,0.0323,True
35,05:46:56,0.0323,True
36,05:46:56,0.0323,True
37,05:46:56,0.0323,True
38,05:46:56,0.0323,True
39,05:46:56,0.0323,True
40,05:46:56,0.0323,True
41,05:46:56,0.0323,True
42,05:46:56,0.0323,True
43,05:46:56,0.0323,True
44,05:46:56,0.0323,True
45,05:46:56,0.0323,True
46,05:46:56,0.0323,True
47,05:46:56,0.0323,True
48,05:46:56,0.0323,True
49,05:46:56,0.0323,True
50,05:46:56,0.0323,True
51,05:46:56,0.0323,True
52,05:46:56,0.0332,True
53,05:46:56,0.0332,True
54,05:46:56,0.0332,True
55,05:46:56,0.0332,True
56,05:46:56,0.0332,True
57,05:46:56,0.0332,True
58,05:46:56,0.0332,True
59,05:46:56,0.0332,True
60,05:46:56,0.0332,True
61,05:46:56,0.0332,True
62,05:46:56,0.0332,True
63,05:46:56,0.0332,True
64,05:46:56,0.0332,True
65,05:46:56,0.0332,True
66,05:46:56,0.0332,True
67,05:46:56,0.0332,True
68,05:46:56,0.0332,True
69,05:46:56,0.0332,True
70,05:46:56,0.0332,True
71,05:46:56,0.0332,True
72,05:46:56,0.0332,True
73,05:46:56,0.0332,True
74,05:46:56,0.0332,True
75,05:46:56,0.0332,True
76,05:46:56,0.0332,True
77,05:46:56,0.0332,True
78,05:46:56,0.0332,True
79,05:46:56,0.0332,True
80,05:46:56,0.0332,True
81,05:46:56,0.0332,True
82,05:46:56,0.0332,True
83,05:46:56,0.0332,True
84,05:46:56,0.0332,True
85,05:46:56,0.0332,True
86,05:46:56,0.0332,True
87,05:46:56,0.0332,True
88,05:46:56,0.0332,True
89,05:46:56,0.0332,True
90,05:46:56,0.0332,True
91,05:46:56,0.0332,True
92,05:46:56,0.0332,True
93,05:46:56,0.0332,True
94,05:46:56,0.0332,True
95,05:46:56,0.0332,True
96,05:46:56,0.0332,True
97,05:46:56,0.0332,True
98,05:46:56,0.0332,True
99,05:46:56,0.0332,True
100,05:46:56,0.0332,True
101,05:46:56,0.0332,True
102,05:46:56,0.0332,True
103,05:46:56,0.0332,True
104,05:46:56,0.0332,True
105,05:46:56,0.0332,True
106,05:46:56,0.0332,True
107,05:46:56,0.0332,True
108,05:46:56,0.0332,True
109,05:46:56,0.0332,True
110,05:46:56,0.0332,True
111,05:46:56,0.0332,True
112,05:46:56,0.0332,True
113,05:46:56,0.0332,True
114,05:46:56,0.0332,True
115,05:46:56,0.0332,True
116,05:46:56,0.0332,True
117,05:46:56,0.0332,True
118,05:46:56,0.0332,True
119,05:46:56,0.0332,True
120,05:46:56,0.0332,True
121,05:46:56,0.0332,True
122,05:46:56,0.0332,True
123,05:46:56,0.0332,True
124,05:46:56,0.0332,True
125,05:46:56,0.0332,True
126,05:46:56,0.0332,True
127,05:46:56,0.0332,True
128,05:46:56,0.0332,True
129,05:46:56,0.0332,True
130,05:46:56,0.0332,True
131,05:46:56,0.0332,True
132,05:46:56,0.0332,True
133,05:46:57,0.0332,True
134,05:46:57,0.0332,True
135,05:46:57,0.0332,True
136,05:46:57,0.0332,True
137,05:46:57,0.0332,True
138,05:46:57,0.0332,True
139,05:46:57,0.0332,True
140,05:46:57,0.0332,True
141,05:46:57,0.0332,True
142,05:46:57,0.0332,True
143,05:46:57,0.0332,True
144,05:46:57,0.0332,True
145,05:46:57,0.0332,True
146,05:46:57,0.0332,True
147,05:46:57,0.0332,True
148,05:46:57,0.0332,True
149,05:46:57,0.0332,True
150,05:46:57,0.0332,True
151,05:46:57,0.0332,True
152,05:46:57,0.0332,True
153,05:46:57,0.0332,True
154,05:46:57,0.0332,True
155,05:46:57,0.0332,True
156,05:46:57,0.0332,True
157,05:46:57,0.0332,True
158,05:46:57,0.0332,True
159,05:46:57,0.0332,True
160,05:46:57,0.0332,True
161,05:46:57,0.0332,True
162,05:46:57,0.0332,True
163,05:46:57,0.0332,True
164,05:46:57,0.0332,True
165,05:46:57,0.0332,True
166,05:46:57,0.0332,True
167,05:46:57,0.0332,True
168,05:46:57,0.0332,True
169,05:46:57,0.0332,True
170,05:46:57,0.0332,True
171,05:46:57,0.0332,True
172,05:46:57,0.0332,True
173,05:46:57,0.0332,True
174,05:46:57,0.0332,True
175,05:46:57,0.0332,True
176,05:46:57,0.0332,True
177,05:46:57,0.0332,True
178,05:46:57,0.0332,True
179,05:46:57,0.0332,True
180,05:46:57,0.0332,True
181,05:46:57,0.0332,True
182,05:46:57,0.0332,True
183,05:46:57,0.0332,True
184,05:46:57,0.0332,True
185,05:46:57,0.0332,True
186,05:46:57,0.0332,True
187,05:46:57,0.0332,True
188,05:46:57,0.0332,True
189,05:46:57,0.0332,True
190,05:46:57,0.0332,True
191,05:46:57,0.0332,True
192,05:46:57,0.0332,True
193,05:46:57,0.0332,True
194,05:46:57,0.0332,True
195,05:46:57,0.0332,True
196,05:46:57,0.0332,True
197,05:46:57,0.0332,True
198,05:46:57,0.0332,True
199,05:46:57,0.0332,True
200,05:46:57,0.0332,True
201,05:46:57,0.0332,True
202,05:46:57,0.0332,True
203,05:46:57,0.0332,True
204,05:46:57,0.0332,True
205,05:46:57,0.0332,True
206,05:46:57,0.0332,True
207,05:46:57,0.0332,True
208,05:46:57,0.0332,True
209,05:46:57,0.0332,True
210,05:46:57,0.0332,True
211,05:46:57,0.0332,True
212,05:46:57,0.0332,True
213,05:46:57,0.0332,True
214,05:46:57,0.0332,True
215,05:46:57,0.0332,True
216,05:46:57,0.0332,True
217,05:46:57,0.0332,True
218,05:46:57,0.0332,True
219,05:46:57,0.0332,True
220,05:46:57,0.0332,True
221,05:46:57,0.0332,True
222,05:46:57,0.0332,True
223,05:46:57,0.0332,True
224,05:46:57,0.0332,True
225,05:46:57,0.0332,True
226,05:46:57,0.0332,True
227,05:46:57,0.0332,True
228,05:46:57,0.0332,True
229,05:46:57,0.0332,True
230,05:46:57,0.0332,True
231,05:46:57,0.0332,True
232,05:46:57,0.0332,True
233,05:46:57,0.0332,True
234,05:46:57,0.0332,True
235,05:46:57,0.0332,True
236,05:46:57,0.0332,True
237,05:46:57,0.0332,True
238,05:46:57,0.0332,True
239,05:46:57,0.0332,True
240,05:46:57,0.0332,True
